	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy10.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy13.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy5.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy6.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d	C:\Motion Data\1475\Processed\cy\no_robot\1475cy7.c3d
72	0.182529	0.275346	0.791009	0.160160	0.250469	0.410601	0.166268	0.279543	0.787731	0.137981	0.264889	0.406483	0.177449	0.214017	0.794753	0.156015	0.198904	0.414395	0.167521	0.235889	0.789923	0.144983	0.207757	0.409381	0.198515	0.271617	0.797225	0.174329	0.235591	0.418315
73	0.181789	0.264420	0.793721	0.160080	0.228328	0.414519	0.165500	0.268459	0.790165	0.137648	0.241701	0.409979	0.177369	0.203092	0.796778	0.156998	0.176220	0.417379	0.167220	0.224711	0.792484	0.145379	0.184964	0.413316	0.198336	0.260897	0.799161	0.174402	0.213787	0.421779
74	0.181058	0.253317	0.796269	0.159872	0.206821	0.418519	0.164722	0.257305	0.792501	0.137279	0.219079	0.413707	0.177376	0.192069	0.798641	0.157745	0.154026	0.420488	0.166951	0.213404	0.794906	0.145530	0.162721	0.417406	0.198224	0.249996	0.800829	0.174342	0.192576	0.425209
75	0.180349	0.242033	0.798582	0.159544	0.186002	0.422462	0.163937	0.246052	0.794682	0.136852	0.197079	0.417553	0.177475	0.180916	0.800284	0.158219	0.132361	0.423621	0.166720	0.201955	0.797131	0.145426	0.141084	0.421519	0.198172	0.238926	0.802192	0.174173	0.172017	0.428499
76	0.179677	0.230584	0.800603	0.159107	0.165923	0.426212	0.163137	0.234688	0.796666	0.136357	0.175752	0.421402	0.177658	0.169615	0.801666	0.158428	0.111259	0.426686	0.166529	0.190370	0.799112	0.145092	0.120097	0.425521	0.198161	0.227722	0.803231	0.173940	0.152160	0.431557
77	0.179056	0.219002	0.802283	0.158577	0.146625	0.429641	0.162312	0.223211	0.798417	0.135797	0.155154	0.425141	0.177910	0.158162	0.802760	0.158409	0.090758	0.429597	0.166373	0.178658	0.800807	0.144578	0.099800	0.429284	0.198172	0.216420	0.803944	0.173705	0.133049	0.434305
78	0.178500	0.207325	0.803588	0.157972	0.128143	0.432633	0.161460	0.211632	0.799912	0.135188	0.135346	0.428657	0.178210	0.146569	0.803551	0.158233	0.070895	0.432276	0.166251	0.166840	0.802180	0.143955	0.080230	0.432689	0.198194	0.205058	0.804341	0.173544	0.114721	0.436676
79	0.178021	0.195590	0.804494	0.157310	0.110504	0.435091	0.160593	0.199969	0.801133	0.134557	0.116395	0.431843	0.178542	0.134867	0.804040	0.157980	0.051719	0.434651	0.166161	0.154938	0.803198	0.143308	0.061432	0.435634	0.198218	0.193660	0.804439	0.173525	0.097215	0.438612
80	0.177623	0.183822	0.804991	0.156601	0.093735	0.436941	0.159735	0.188243	0.802065	0.133938	0.098365	0.434597	0.178891	0.123094	0.804240	0.157734	0.033287	0.436661	0.166104	0.142978	0.803840	0.142719	0.043451	0.438034	0.198244	0.182240	0.804261	0.173697	0.080572	0.440062
81	0.177308	0.172036	0.805085	0.155834	0.077857	0.438136	0.158912	0.176469	0.802704	0.133357	0.081307	0.436827	0.179246	0.111294	0.804175	0.157556	0.015671	0.438253	0.166078	0.130982	0.804100	0.142247	0.026341	0.439826	0.198270	0.170802	0.803829	0.174061	0.064835	0.440982
82	0.177073	0.160238	0.804796	0.154980	0.062892	0.438651	0.158150	0.164655	0.803049	0.132829	0.065263	0.438456	0.179597	0.099504	0.803875	0.157483	-0.001052	0.439384	0.166084	0.118969	0.803988	0.141919	0.010151	0.440969	0.198294	0.159343	0.803163	0.174575	0.050052	0.441335
83	0.176913	0.148417	0.804156	0.153999	0.048867	0.438481	0.157460	0.152798	0.803108	0.132351	0.050261	0.439423	0.179937	0.087745	0.803371	0.157517	-0.016801	0.440020	0.166124	0.106949	0.803533	0.141720	-0.005072	0.441434	0.198309	0.147853	0.802282	0.175150	0.036273	0.441089
84	0.176822	0.136555	0.803203	0.152861	0.035812	0.437636	0.156846	0.140883	0.802898	0.131894	0.036314	0.439685	0.180262	0.076012	0.802694	0.157629	-0.031504	0.440133	0.166200	0.094921	0.802767	0.141599	-0.019288	0.441206	0.198317	0.136309	0.801203	0.175674	0.023538	0.440224
85	0.176792	0.124626	0.801973	0.151552	0.023758	0.436138	0.156298	0.128895	0.802437	0.131403	0.023420	0.439224	0.180573	0.064281	0.801869	0.157766	-0.045099	0.439699	0.166314	0.082873	0.801728	0.141482	-0.032456	0.440274	0.198320	0.124680	0.799942	0.176027	0.011879	0.438722
86	0.176812	0.112608	0.800495	0.150074	0.012701	0.434027	0.155807	0.116817	0.801747	0.130795	0.011544	0.438051	0.180875	0.052509	0.800915	0.157860	-0.057542	0.438700	0.166464	0.070783	0.800449	0.141293	-0.044541	0.438638	0.198330	0.112932	0.798517	0.176114	0.001297	0.436590
87	0.176868	0.100484	0.798796	0.148439	0.002587	0.431368	0.155363	0.104634	0.800842	0.129986	0.000623	0.436207	0.181172	0.040645	0.799843	0.157840	-0.068820	0.437127	0.166646	0.058630	0.798955	0.140966	-0.055526	0.436315	0.198361	0.101031	0.796947	0.175882	-0.008245	0.433859
88	0.176942	0.088259	0.796902	0.146666	-0.006736	0.428268	0.154963	0.092337	0.799729	0.128919	-0.009443	0.433768	0.181467	0.028640	0.798651	0.157650	-0.078963	0.434988	0.166854	0.046397	0.797266	0.140458	-0.065441	0.433358	0.198422	0.088957	0.795250	0.175360	-0.016847	0.430602
89	0.177008	0.075948	0.794839	0.144781	-0.015498	0.424867	0.154610	0.079919	0.798407	0.127602	-0.018796	0.430839	0.181756	0.016456	0.797335	0.157272	-0.088068	0.432321	0.167078	0.034073	0.795398	0.139758	-0.074399	0.429871	0.198512	0.076705	0.793440	0.174635	-0.024698	0.426949
90	0.177031	0.063575	0.792639	0.142828	-0.024020	0.421344	0.154308	0.067379	0.796872	0.126099	-0.027621	0.427556	0.182030	0.004070	0.795890	0.156725	-0.096311	0.429199	0.167305	0.021653	0.793368	0.138884	-0.082601	0.426007	0.198616	0.064286	0.791532	0.173840	-0.032086	0.423078
91	0.176967	0.051168	0.790339	0.140865	-0.032685	0.417884	0.154049	0.054731	0.795130	0.124520	-0.036182	0.424079	0.182282	-0.008517	0.794318	0.156074	-0.103986	0.425756	0.167514	0.009135	0.791196	0.137897	-0.090371	0.421970	0.198706	0.051735	0.789548	0.173100	-0.039410	0.419210
92	0.176769	0.038750	0.787984	0.138964	-0.041903	0.414671	0.153815	0.041997	0.793201	0.122977	-0.044795	0.420583	0.182504	-0.021282	0.792630	0.155404	-0.111474	0.422162	0.167676	-0.003482	0.788914	0.136877	-0.098104	0.417984	0.198746	0.039097	0.787520	0.172519	-0.047128	0.415572
93	0.176386	0.026330	0.785632	0.137195	-0.052067	0.411855	0.153567	0.029201	0.791124	0.121556	-0.053851	0.417251	0.182685	-0.034188	0.790851	0.154807	-0.119255	0.418626	0.167751	-0.016195	0.786569	0.135925	-0.106268	0.414274	0.198693	0.026418	0.785493	0.172157	-0.055725	0.412372
94	0.175768	0.013899	0.783349	0.135615	-0.063488	0.409552	0.153252	0.016356	0.788955	0.120298	-0.063735	0.414250	0.182801	-0.047209	0.789010	0.154356	-0.127814	0.415350	0.167693	-0.029003	0.784228	0.135131	-0.115312	0.411030	0.198499	0.013724	0.783522	0.172027	-0.065614	0.409766
95	0.174867	0.001423	0.781210	0.134262	-0.076352	0.407827	0.152810	0.003457	0.786766	0.119198	-0.074802	0.411721	0.182816	-0.060337	0.787146	0.154093	-0.137607	0.412515	0.167453	-0.041912	0.781964	0.134563	-0.125636	0.408393	0.198123	0.001014	0.781670	0.172103	-0.077099	0.407847
96	0.173645	-0.011158	0.779285	0.133154	-0.090648	0.406696	0.152189	-0.009518	0.784632	0.118219	-0.087259	0.409748	0.182680	-0.073596	0.785311	0.154022	-0.148921	0.410240	0.166990	-0.054944	0.779858	0.134236	-0.137468	0.406432	0.197534	-0.011757	0.779997	0.172322	-0.090255	0.406625
97	0.172089	-0.023909	0.777633	0.132295	-0.106209	0.406133	0.151351	-0.022598	0.782624	0.117312	-0.101169	0.408369	0.182348	-0.087024	0.783556	0.154127	-0.161887	0.408585	0.166277	-0.068128	0.777977	0.134135	-0.150880	0.405158	0.196721	-0.024648	0.778553	0.172612	-0.104976	0.406053
98	0.170218	-0.036876	0.776273	0.131681	-0.122720	0.406055	0.150284	-0.035800	0.780790	0.116432	-0.116384	0.407542	0.181795	-0.100648	0.781923	0.154373	-0.176381	0.407528	0.165312	-0.081486	0.776355	0.134209	-0.165703	0.404504	0.195701	-0.037710	0.777356	0.172927	-0.120940	0.406017
99	0.168078	-0.050092	0.775236	0.131303	-0.139767	0.406390	0.148982	-0.049145	0.779199	0.115572	-0.132596	0.407228	0.181006	-0.114492	0.780484	0.154723	-0.192111	0.407048	0.164104	-0.095028	0.775050	0.134399	-0.181611	0.404415	0.194507	-0.050997	0.776444	0.173240	-0.137671	0.406409
100	0.165739	-0.063571	0.774571	0.131147	-0.156877	0.407093	0.147439	-0.062645	0.777941	0.114763	-0.149356	0.407390	0.179982	-0.128563	0.779343	0.155139	-0.208631	0.407133	0.162670	-0.108740	0.774137	0.134643	-0.198132	0.404849	0.193185	-0.064545	0.775874	0.173547	-0.154589	0.407137
101	0.163293	-0.077216	0.774149	0.131126	-0.173908	0.408015	0.145746	-0.076244	0.776908	0.113994	-0.166348	0.407837	0.178813	-0.142776	0.778408	0.155587	-0.225531	0.407565	0.161099	-0.122553	0.773484	0.134903	-0.214920	0.405597	0.191796	-0.078262	0.775526	0.173850	-0.171487	0.408053
